"image","predicted_emotion"
"4607","happiness"
"4608","happiness"
"4609","happiness"
"4610","sadness"
"4611","happiness"
"4613","disgust"
"4614","happiness"
"4617","happiness"
"4621","sadness"
"4631","happiness"
"4635","disgust"
"4640","happiness"
"4641","happiness"
"4650","happiness"
"4651","happiness"
"4652","happiness"
"4653","happiness"
"4656","happiness"
"4658","happiness"
"4659","happiness"
"4660","happiness"
"4664","disgust"
"4666","disgust"
"4669","happiness"
"4670","happiness"
"4672","happiness"
"4680","happiness"
"4681","happiness"
"4683","happiness"
"4687","happiness"
"4689","happiness"
"4690","happiness"
"4700","happiness"
"4750","sadness"
"4770","happiness"
"4800","happiness"
"4810","disgust"
"5000","happiness"
"5001","happiness"
"5010","happiness"
"5020","happiness"
"5030","happiness"
"5120","sadness"
"5130","sadness"
"5200","happiness"
"5201","happiness"
"5220","surprise"
"5250","fear"
"5260","surprise"
"5270","fear"
"5300","surprise"
"5390","sadness"
"5395","sadness"
"5410","sadness"
"5450","surprise"
"5455","surprise"
"5460","surprise"
"5470","surprise"
"5480","happiness"
"5500","disgust"
"5510","disgust"
"5520","disgust"
"5530","disgust"
"5531","surprise"
"5532","disgust"
"5533","surprise"
"5534","disgust"
"5535","happiness"
"5593","fear"
"5594","surprise"
"5600","sadness"
"5621","surprise"
"5622","fear"
"5623","surprise"
"5626","happiness"
"5628","happiness"
"5629","fear"
"5660","fear"
"5700","surprise"
"5720","happiness"
"5731","happiness"
"5740","sadness"
"5750","happiness"
"5760","happiness"
"5779","happiness"
"5780","happiness"
"5800","happiness"
"5820","happiness"
"5830","happiness"
"5831","happiness"
"5849","happiness"
"5870","happiness"
"5875","happiness"
"5890","happiness"
"5891","sadness"
"5900","sadness"
"5910","happiness"
"5920","fear"
"5940","fear"
"5950","fear"
"5970","fear"
"5971","fear"
"5972","fear"
"5982","happiness"
"5990","fear"
"5991","surprise"
"5994","happiness"
"6000","sadness"
"6010","sadness"
"6020","fear"
"6150","surprise"
"6190","fear"
"6200","fear"
"6210","fear"
"6211","fear"
"6212","sadness"
"6213","fear"
"6230","fear"
"6241","fear"
"6242","fear"
"6243","fear"
"6244","fear"
"6250","fear"
"6260","fear"
"6300","fear"
"6312","fear"
"6313","fear"
"6314","anger"
"6350","fear"
"6360","fear"
"6370","fear"
"6410","fear"
"6510","fear"
"6530","sadness"
"6540","fear"
"6550","fear"
"6560","fear"
"6561","sadness"
"6570","fear"
"6571","fear"
"6610","fear"
"6800","fear"
"6821","fear"
"6830","fear"
"6831","disgust"
"6834","fear"
"6836","fear"
"6838","fear"
"6840","sadness"
"6900","fear"
"6910","fear"
"6930","surprise"
"6940","fear"
"7000","surprise"
"7002","surprise"
"7004","surprise"
"7006","sadness"
"7009","sadness"
"7010","surprise"
"7020","sadness"
"7025","surprise"
"7030","disgust"
"7031","sadness"
"7034","fear"
"7035","sadness"
"7040","sadness"
"7050","fear"
"7060","disgust"
"7080","disgust"
"7090","sadness"
"7095","surprise"
"7096","surprise"
"7100","surprise"
"7110","fear"
"7130","surprise"
"7140","surprise"
"7150","sadness"
"7160","surprise"
"7170","surprise"
"7175","surprise"
"7180","sadness"
"7182","surprise"
"7183","surprise"
"7184","fear"
"7185","surprise"
"7186","surprise"
"7187","surprise"
"7190","sadness"
"7195","disgust"
"7200","happiness"
"7205","happiness"
"7207","happiness"
"7211","surprise"
"7217","sadness"
"7220","happiness"
"7224","sadness"
"7230","happiness"
"7233","happiness"
"7234","sadness"
"7235","sadness"
"7237","surprise"
"7238","happiness"
"7260","happiness"
"7270","happiness"
"7280","happiness"
"7281","happiness"
"7282","happiness"
"7283","happiness"
"7284","happiness"
"7285","disgust"
"7286","happiness"
"7289","happiness"
"7320","happiness"
"7325","happiness"
"7330","happiness"
"7340","happiness"
"7350","happiness"
"7351","happiness"
"7352","happiness"
"7360","disgust"
"7361","disgust"
"7380","disgust"
"7390","happiness"
"7400","happiness"
"7402","happiness"
"7410","happiness"
"7430","happiness"
"7450","happiness"
"7460","happiness"
"7470","happiness"
"7475","happiness"
"7480","happiness"
"7481","happiness"
"7490","sadness"
"7491","sadness"
"7495","sadness"
"7496","surprise"
"7500","sadness"
"7501","surprise"
"7502","happiness"
"7503","surprise"
"7510","surprise"
"7545","sadness"
"7550","sadness"
"7560","sadness"
"7570","sadness"
"7580","surprise"
"7590","sadness"
"7595","sadness"
"7600","fear"
"7620","sadness"
"7640","fear"
"7700","sadness"
"7705","surprise"
"7710","sadness"
"7820","surprise"
"7830","surprise"
"7900","sadness"
"7920","disgust"
"7950","sadness"
"8010","sadness"
"8021","surprise"
"8030","surprise"
"8031","happiness"
"8032","happiness"
"8033","happiness"
"8034","surprise"
"8040","surprise"
"8041","surprise"
"8050","happiness"
"8060","anger"
"8080","surprise"
"8090","surprise"
"8116","surprise"
"8117","surprise"
"8120","happiness"
"8130","surprise"
"8160","fear"
"8161","happiness"
"8162","happiness"
"8170","happiness"
"8180","surprise"
"8185","fear"
"8190","fear"
"8200","surprise"
"8210","happiness"
"8220","surprise"
"8230","disgust"
"8231","sadness"
"8232","sadness"
"8250","fear"
"8260","surprise"
"8280","happiness"
"8300","happiness"
"8311","surprise"
"8320","happiness"
"8330","happiness"
"8340","happiness"
"8350","happiness"
"8370","happiness"
"8380","happiness"
"8400","fear"
"8420","happiness"
"8460","happiness"
"8461","happiness"
"8465","happiness"
"8470","happiness"
"8480","fear"
"8490","happiness"
"8496","happiness"
"8497","happiness"
"8500","happiness"
"8501","happiness"
"8502","happiness"
"8503","anger"
"8510","happiness"
"8531","happiness"
"8540","happiness"
"8600","happiness"
"9000","sadness"
"9001","sadness"
"9005","sadness"
"9006","sadness"
"9007","disgust"
"9008","disgust"
"9010","sadness"
"9040","sadness"
"9041","sadness"
"9042","disgust"
"9045","disgust"
"9046","sadness"
"9050","sadness"
"9070","sadness"
"9080","fear"
"9090","anger"
"9101","disgust"
"9102","fear"
"9110","disgust"
"9120","fear"
"9140","disgust"
"9156","surprise"
"9160","fear"
"9180","sadness"
"9181","sadness"
"9182","disgust"
"9190","sadness"
"9210","sadness"
"9220","sadness"
"9230","fear"
"9250","sadness"
"9252","disgust"
"9253","sadness"
"9265","sadness"
"9270","fear"
"9280","sadness"
"9290","disgust"
"9300","disgust"
"9320","disgust"
"9330","disgust"
"9331","sadness"
"9340","disgust"
"9360","sadness"
"9373","disgust"
"9390","disgust"
"9400","sadness"
"9401","fear"
"9402","fear"
"9404","fear"
"9405","disgust"
"9410","sadness"
"9411","fear"
"9415","sadness"
"9417","fear"
"9420","disgust"
"9421","sadness"
"9430","disgust"
"9432","sadness"
"9433","sadness"
"9440","fear"
"9452","disgust"
"9470","sadness"
"9480","disgust"
"9490","disgust"
"9500","disgust"
"9520","sadness"
"9530","sadness"
"9560","sadness"
"9561","sadness"
"9570","disgust"
"9571","sadness"
"9582","fear"
"9584","fear"
"9592","fear"
"9594","fear"
"9600","sadness"
"9611","sadness"
"9620","sadness"
"9621","sadness"
"9622","fear"
"9630","fear"
"9700","disgust"
"9800","disgust"
"9810","fear"
"9830","disgust"
"9910","sadness"
"9911","sadness"
"9912","sadness"
"9920","sadness"
"9921","sadness"
